Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,ResolutionType,Touchscreen,IPS,CpuSpeed,CpuMark,MemoryGB,MemoryKind,Price
Asus,Gaming,17.3,1920x1080,8.0,Nvidia,Windows 10,3.0,Full HD,No,No,2.8,Intel,128.0,SSD,62231.04
HP,Ultrabook,15.6,1920x1080,8.0,Intel,Windows 10,1.84,Full HD,No,No,2.7,Intel,512.0,SSD,74005.92
MSI,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.94,Full HD,No,No,2.8,Intel,256.0,SSD,120831.5808
Acer,2 in 1 Convertible,11.6,1366x768,4.0,Intel,Chrome OS,1.25,HD,Yes,Yes,1.6,Intel,32.0,Flash,20193.12
HP,Notebook,14.0,1366x768,8.0,Intel,Windows 10,2.31,HD,No,No,2.6,Intel,256.0,SSD,59886.72
Lenovo,Notebook,14.0,1920x1080,8.0,Intel,Windows 7,1.65,Full HD,No,No,2.3,Intel,256.0,SSD,78055.2
Dell,Notebook,15.6,1920x1080,4.0,AMD,Windows 10,2.2,Full HD,No,No,1.6,Intel,1024.0,HDD,41345.28
Fujitsu,Notebook,15.6,1366x768,8.0,Intel,Windows 10,2.2,HD,No,No,2.5,Intel,256.0,SSD,42570.72
HP,Notebook,15.6,1366x768,4.0,Intel,Windows 7,1.88,HD,No,No,2.3,Intel,500.0,HDD,49656.96
Mediacom,Notebook,14.0,1920x1080,2.0,Intel,Windows 10,1.4,Full HD,No,No,1.44,Intel,32.0,Flash,12733.92
Lenovo,Notebook,15.6,1920x1080,4.0,Intel,No OS,2.2,Full HD,No,No,2.5,Intel,128.0,SSD,24935.04
Asus,2 in 1 Convertible,13.3,1920x1080,6.0,Intel,Windows 10,1.5,Full HD,Yes,No,2.5,Intel,1024.0,HDD,34046.4528
Asus,Ultrabook,14.0,1920x1080,16.0,Intel,Windows 10,11.1,Full HD,No,No,2.7,Intel,512.0,SSD,101232.0
Dell,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.62,Full HD,No,No,2.8,Intel,256.0,SSD,78801.12
Lenovo,Notebook,15.6,1920x1080,4.0,Intel,Windows 10,1.8,Full HD,No,No,1.6,Intel,256.0,SSD,44169.12
Lenovo,Notebook,15.6,1920x1080,4.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.0,Intel,1024.0,HDD,30849.12
Asus,Notebook,15.6,1366x768,8.0,Intel,Windows 10,2.0,HD,No,No,1.1,Intel,1024.0,HDD,21258.72
Asus,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,1.99,Full HD,No,No,2.5,Intel,1024.0,HDD,48304.7136
Dell,Ultrabook,13.3,3200x1800,8.0,Intel,Windows 10,1.23,Quad HD,Yes,No,1.6,Intel,256.0,SSD,99580.32
Lenovo,Notebook,14.0,1366x768,2.0,Intel,Windows 10,1.42,HD,No,No,1.6,Intel,32.0,Flash,13266.72
Lenovo,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.37,Full HD,Yes,Yes,2.7,Intel,256.0,SSD,93635.3376
Dell,Notebook,15.6,3840x2160,16.0,Nvidia,Windows 10,2.06,4K Ultra HD,Yes,No,2.8,Intel,1024.0,SSD,127818.72
Lenovo,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.5,Full HD,No,Yes,2.8,Intel,128.0,SSD,59087.52
HP,Notebook,17.0,1600x900,8.0,AMD,Windows 10,2.6,HD,No,No,3.0,AMD,1024.0,HDD,27753.552
Lenovo,Ultrabook,14.0,1920x1080,16.0,Intel,Windows 10,1.14,Full HD,No,Yes,2.7,Intel,512.0,SSD,130536.0
Asus,Gaming,15.6,1920x1080,8.0,Nvidia,No OS,2.5,Full HD,No,Yes,2.8,Intel,1024.0,HDD,62284.32
Acer,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.4,HD,No,No,2.0,Intel,500.0,HDD,23976.0
Lenovo,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.43,HD,No,No,1.6,Intel,32.0,Flash,14598.72
Acer,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.8,Full HD,No,Yes,2.5,Intel,256.0,SSD,48964.32
Razer,Gaming,14.0,1920x1080,16.0,Nvidia,Windows 10,1.95,Full HD,No,No,2.8,Intel,256.0,SSD,138474.72
Toshiba,Notebook,13.3,1920x1080,8.0,Intel,Windows 10,1.2,Full HD,No,No,2.3,Intel,256.0,SSD,64628.64
Lenovo,Ultrabook,12.5,1920x1080,8.0,Intel,Windows 10,1.36,Full HD,No,Yes,2.7,Intel,256.0,SSD,84395.52
Asus,Gaming,17.3,1920x1080,32.0,Nvidia,Windows 10,3.8,Full HD,No,Yes,2.7,Intel,512.0,SSD,149130.72
Acer,Gaming,15.6,1920x1080,8.0,Nvidia,Linux,2.4,Full HD,No,No,2.5,Intel,1024.0,HDD,37775.52
Dell,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.2,Full HD,No,No,1.6,Intel,256.0,SSD,77250.672
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.8,Intel,128.0,SSD,63499.104
HP,Notebook,15.6,1366x768,4.0,Intel,No OS,1.86,HD,No,No,2.0,Intel,500.0,HDD,19441.872
Toshiba,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.0,Full HD,No,Yes,2.5,Intel,500.0,HDD,56689.92
Dell,Notebook,15.6,1920x1080,8.0,AMD,Windows 10,6.2,Full HD,No,No,1.8,Intel,256.0,SSD,48964.32
Dell,Notebook,15.6,1920x1080,16.0,AMD,Windows 10,2.2,Full HD,No,No,1.8,Intel,256.0,SSD,60472.8
Lenovo,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,3.31,Full HD,No,Yes,2.6,Intel,128.0,SSD,63722.88
Dell,Gaming,17.3,3840x2160,32.0,Nvidia,Windows 10,4.42,4K Ultra HD,No,Yes,2.8,Intel,512.0,SSD,167691.8736
Dell,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.56,Full HD,No,No,2.4,Intel,256.0,SSD,65481.12
Lenovo,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.2,HD,No,No,1.1,Intel,500.0,HDD,22324.32
Lenovo,Notebook,15.6,1920x1080,4.0,Intel,Windows 10,2.2,Full HD,No,No,2.3,Intel,500.0,HDD,28504.8
HP,Notebook,15.6,1920x1080,6.0,AMD,Windows 10,2.04,HD,No,No,2.0,Intel,1024.0,HDD,28717.92
MSI,Gaming,17.3,1920x1080,8.0,Nvidia,Windows 10,2.7,Full HD,No,No,2.8,Intel,128.0,SSD,79215.1056
Toshiba,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.1,HD,No,No,2.1,Intel,128.0,SSD,26533.44
HP,Notebook,15.6,1920x1080,8.0,AMD,Windows 10,2.1,Full HD,No,No,2.7,Intel,1024.0,HDD,39693.6
Toshiba,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.0,Full HD,No,Yes,2.5,Intel,256.0,SSD,67026.24
Acer,Notebook,15.6,1366x768,4.0,Intel,Linux,2.1,HD,No,No,2.0,Intel,128.0,SSD,21951.36
Microsoft,Ultrabook,13.5,2256x1504,8.0,Intel,Windows 10 S,1.252,HD,Yes,No,2.8,Intel,256.0,SSD,99519.048
Lenovo,Notebook,15.6,1920x1080,8.0,AMD,Windows 10,1.9,Full HD,No,No,2.5,Intel,128.0,SSD,43580.376
Lenovo,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.3,Full HD,Yes,Yes,2.5,Intel,256.0,SSD,55091.52
Lenovo,Notebook,35.6,1366x768,4.0,AMD,Windows 10,2.2,HD,No,No,2.2,AMD,128.0,SSD,18594.72
HP,2 in 1 Convertible,14.0,1920x1080,4.0,Nvidia,Windows 10,1.63,Full HD,Yes,Yes,2.4,Intel,128.0,SSD,37242.72
MSI,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.4,Full HD,No,No,2.8,Intel,256.0,SSD,68944.32
Asus,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.1,Full HD,No,No,2.5,Intel,256.0,SSD,60472.8
HP,2 in 1 Convertible,11.6,1366x768,8.0,Intel,Chrome OS,1.4,HD,Yes,No,1.1,Intel,64.0,Flash,26373.6
LG,Ultrabook,15.6,1920x1080,8.0,Intel,Windows 10,1.09,Full HD,No,Yes,1.8,Intel,512.0,SSD,122490.72
Acer,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,2.5,Full HD,No,No,2.5,Intel,256.0,SSD,69210.72
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.5,Intel,256.0,SSD,53168.112
Asus,Notebook,15.6,1366x768,4.0,Intel,Windows 10,1.86,HD,No,No,1.1,Intel,128.0,SSD,22324.32
Dell,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,3.21,Full HD,No,No,2.5,Intel,128.0,SSD,109277.28
HP,Notebook,17.3,1920x1080,4.0,AMD,Windows 10,2.5,Full HD,No,Yes,2.0,Intel,256.0,SSD,37242.72
Lenovo,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.19,Full HD,Yes,Yes,1.8,Intel,512.0,SSD,79866.72
Dell,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,3.49,Full HD,No,No,2.9,Intel,256.0,SSD,149916.6
HP,Notebook,15.6,1366x768,4.0,AMD,Windows 10,1.86,HD,No,No,2.5,Intel,500.0,HDD,32639.8608
Dell,Notebook,15.6,1366x768,4.0,AMD,Windows 10,2.2,HD,No,No,2.0,Intel,1024.0,HDD,29073.2976
HP,Notebook,17.3,1920x1080,6.0,AMD,Windows 10,2.65,Full HD,No,Yes,2.4,AMD,2048.0,HDD,30316.32
Lenovo,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.1,HD,No,No,1.6,Intel,500.0,HDD,16943.04
Acer,Notebook,14.0,1366x768,4.0,Intel,Chrome OS,1.45,HD,No,No,1.6,Intel,32.0,Flash,19980.0
Lenovo,Notebook,14.0,1920x1080,4.0,Intel,Windows 10,1.7,Full HD,No,No,2.5,Intel,256.0,SSD,37242.72
HP,Workstation,17.3,1920x1080,8.0,Nvidia,Windows 10,3.14,Full HD,No,No,2.8,Intel,500.0,HDD,101657.7072
Lenovo,2 in 1 Convertible,14.0,2560x1440,8.0,Intel,Windows 10,1.42,HD,Yes,No,2.7,Intel,256.0,SSD,137995.2
Toshiba,Notebook,13.3,1920x1080,8.0,Intel,Windows 10,1.5,Full HD,No,Yes,2.5,Intel,256.0,SSD,51841.44
Acer,Netbook,11.6,1366x768,4.0,Intel,Windows 10,1.4,HD,No,No,1.6,Intel,32.0,Flash,14332.32
Lenovo,2 in 1 Convertible,14.0,1920x1080,16.0,Intel,Windows 10,1.38,Full HD,Yes,No,2.7,Intel,512.0,SSD,93186.72
Asus,2 in 1 Convertible,12.5,1920x1080,4.0,Intel,Chrome OS,1.2,Full HD,Yes,No,0.9,Intel,64.0,Flash,35644.32
Toshiba,Ultrabook,13.3,1920x1080,16.0,Intel,Windows 10,1.36,Full HD,Yes,No,2.5,Intel,512.0,SSD,100006.56
Dell,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.56,Full HD,No,No,2.5,Intel,1024.0,HDD,43636.32
Lenovo,Notebook,15.6,1920x1080,4.0,AMD,Windows 10,2.2,Full HD,No,No,2.9,AMD,256.0,SSD,21258.72
Lenovo,Notebook,15.6,1366x768,8.0,AMD,Windows 10,2.2,HD,No,No,3.6,AMD,1024.0,HDD,22857.12
Lenovo,Notebook,15.6,1920x1080,4.0,Intel,Windows 10,2.1,Full HD,No,No,2.5,Intel,1024.0,HDD,33110.856
Lenovo,Notebook,15.6,1366x768,4.0,Intel,No OS,1.9,HD,No,No,2.0,Intel,500.0,HDD,23976.0
Dell,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.18,Full HD,No,No,2.5,Intel,256.0,SSD,42357.6
Acer,2 in 1 Convertible,13.3,1920x1080,1.0,Intel,Windows 10,1.6,Full HD,Yes,Yes,1.6,Intel,256.0,SSD,53226.72
Lenovo,Workstation,15.6,1920x1080,16.0,Nvidia,Windows 7,2.18,Full HD,No,No,2.5,Intel,512.0,SSD,98834.4
Lenovo,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.8,Full HD,No,No,2.3,Intel,256.0,SSD,63456.48
HP,Notebook,17.3,1920x1080,6.0,AMD,Windows 10,2.71,Full HD,No,Yes,2.5,AMD,2048.0,HDD,34898.9328
Lenovo,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.5,Full HD,No,Yes,2.8,Intel,128.0,SSD,66546.72
Dell,Notebook,14.0,1920x1080,8.0,Nvidia,Linux,1.64,Full HD,No,No,2.8,Intel,256.0,SSD,58021.92
Dell,Notebook,15.6,1920x1080,8.0,Intel,Linux,1.98,Full HD,No,No,2.5,Intel,1024.0,HDD,38681.28
Asus,Notebook,14.0,1920x1080,4.0,Intel,Windows 10,1.5,Full HD,No,No,1.1,Intel,32.0,Flash,15877.44
Dell,Notebook,15.6,1920x1080,16.0,Intel,Windows 10,1.93,Full HD,No,No,2.6,Intel,512.0,SSD,76012.4448
Lenovo,Notebook,14.0,1920x1080,8.0,Nvidia,Windows 10,1.87,Full HD,No,Yes,2.5,Intel,256.0,SSD,45664.6896
Dell,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,1.9,Full HD,No,No,2.6,Intel,256.0,SSD,62817.12
Lenovo,Notebook,15.6,1366x768,4.0,AMD,Windows 10,2.19,HD,No,No,2.0,AMD,500.0,HDD,15877.44
Mediacom,Notebook,14.0,1920x1200,4.0,Intel,Windows 10,1.4,Full HD,No,Yes,1.92,Intel,32.0,HDD,14119.2
HP,Notebook,17.3,1920x1080,8.0,Nvidia,Windows 10,2.63,Full HD,No,No,2.7,Intel,256.0,SSD,63936.0
Lenovo,Ultrabook,14.0,2560x1440,64.0,Intel,Windows 10,1.17,Quad HD,No,Yes,2.5,Intel,512.0,SSD,89864.1792
HP,2 in 1 Convertible,13.3,1366x768,8.0,Intel,Windows 10,1.58,HD,Yes,Yes,2.5,Intel,256.0,SSD,44574.048
Lenovo,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.32,Full HD,No,Yes,2.5,Intel,256.0,SSD,79866.72
Dell,Gaming,17.3,3840x2160,32.0,Nvidia,Windows 10,4.36,4K Ultra HD,No,No,2.8,Intel,1024.0,SSD,194972.832
MSI,Gaming,17.3,1920x1080,8.0,Nvidia,Windows 10,2.7,Full HD,No,No,2.8,Intel,128.0,SSD,71847.0144
Lenovo,Notebook,15.6,1366x768,4.0,Intel,No OS,1.9,HD,No,No,2.5,Intel,1024.0,HDD,26101.872
Dell,2 in 1 Convertible,13.3,1920x1080,4.0,Intel,Windows 10,1.71,Full HD,Yes,No,2.4,Intel,1024.0,HDD,34578.72
Dell,Notebook,15.6,1366x768,8.0,AMD,Linux,2.32,HD,No,No,2.5,Intel,1024.0,HDD,31409.6256
HP,Notebook,15.6,1920x1080,4.0,AMD,Windows 10,2.1,Full HD,No,No,3.0,AMD,1024.0,HDD,26053.92
Acer,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,4.2,Full HD,No,Yes,2.6,Intel,128.0,SSD,103096.8
Dell,Notebook,15.6,1366x768,12.0,Intel,Windows 10,2.25,HD,No,No,2.5,Intel,1024.0,HDD,34578.72
HP,Notebook,15.6,1920x1080,6.0,AMD,Windows 10,2.1,Full HD,No,No,3.0,AMD,128.0,SSD,34632.0
Acer,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.4,HD,No,No,2.5,Intel,500.0,HDD,29783.52
Lenovo,Notebook,13.3,1920x1080,8.0,Intel,Windows 10,1.44,Full HD,No,Yes,2.5,Intel,256.0,SSD,51148.8
Lenovo,Notebook,15.6,1920x1080,4.0,Intel,Windows 10,1.85,Full HD,No,No,2.7,Intel,1024.0,HDD,41505.12
HP,Workstation,15.6,1920x1080,16.0,Nvidia,Windows 10,2.6,Full HD,No,No,2.8,Intel,256.0,SSD,128884.32
Dell,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.55,Full HD,Yes,No,1.6,Intel,1024.0,HDD,35111.52
MSI,Gaming,15.6,1920x1080,16.0,Nvidia,Windows 10,1.8,Full HD,No,No,2.8,Intel,256.0,SSD,111593.8944
Acer,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.4,HD,No,No,2.0,Intel,500.0,HDD,21887.424
Dell,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.0,Full HD,No,No,2.7,Intel,128.0,SSD,64308.96
Dell,Notebook,15.6,1366x768,8.0,Intel,Windows 10,2.0,HD,No,No,2.0,Intel,256.0,SSD,35431.2
Toshiba,Notebook,14.0,1920x1080,8.0,Intel,Windows 10,1.25,Full HD,Yes,Yes,2.5,Intel,256.0,SSD,81784.8
Lenovo,2 in 1 Convertible,14.0,1920x1080,8.0,Intel,Windows 10,1.7,Full HD,Yes,No,2.5,Intel,256.0,SSD,53226.72
Lenovo,Workstation,15.6,3840x2160,16.0,Nvidia,Windows 10,2.5,4K Ultra HD,No,Yes,2.8,Intel,1024.0,SSD,175770.72
Acer,Notebook,14.0,1366x768,2.0,Intel,Chrome OS,1.68,HD,No,No,1.6,Intel,32.0,Flash,17582.4
Samsung,Ultrabook,13.3,1920x1080,16.0,Intel,Windows 10,0.81,Full HD,No,No,2.7,Intel,256.0,SSD,87858.72
Dell,Notebook,14.0,1366x768,8.0,Intel,Windows 10,1.6,HD,No,No,2.5,Intel,256.0,SSD,60031.1088
HP,Workstation,17.3,1920x1080,16.0,Nvidia,Windows 7,3.0,Full HD,No,Yes,2.9,Intel,256.0,SSD,233845.92
Lenovo,Netbook,11.6,1366x768,4.0,Intel,Windows 10,1.4,HD,Yes,No,1.6,Intel,128.0,SSD,25308.0
HP,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,1.84,Full HD,No,No,2.4,Intel,256.0,SSD,101232.0
Asus,Notebook,15.6,1366x768,4.0,Nvidia,No OS,2.45,HD,No,No,2.3,Intel,1024.0,HDD,30849.12
Asus,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.37,HD,No,No,2.7,Intel,256.0,SSD,45282.672
Lenovo,2 in 1 Convertible,13.3,3200x1800,8.0,Intel,Windows 10,1.3,Quad HD,Yes,Yes,1.8,Intel,256.0,SSD,63882.72
HP,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,2.2,Full HD,No,Yes,2.5,Intel,128.0,SSD,58554.72
HP,Workstation,15.6,1920x1080,8.0,Nvidia,Windows 7,2.59,Full HD,No,No,2.6,Intel,256.0,SSD,83170.08
Dell,Gaming,15.6,3840x2160,16.0,Nvidia,Windows 10,4.42,4K Ultra HD,No,Yes,2.8,Intel,256.0,SSD,152859.7872
Acer,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.1,HD,No,No,2.5,Intel,256.0,SSD,31914.72
Lenovo,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.5,Full HD,No,Yes,2.8,Intel,128.0,SSD,55837.44
Dell,Ultrabook,12.5,1920x1080,16.0,Intel,Windows 10,1.18,Full HD,No,No,2.8,Intel,256.0,SSD,99047.52
Google,Ultrabook,12.3,2400x1600,8.0,Intel,Chrome OS,1.1,HD,Yes,No,1.2,Intel,256.0,SSD,83063.52
Asus,Ultrabook,13.3,3200x1800,8.0,Intel,Windows 10,1.2,Quad HD,No,Yes,2.5,Intel,256.0,SSD,60153.12
Dell,Notebook,13.3,1366x768,4.0,Intel,Windows 10,1.65,HD,No,No,2.0,Intel,500.0,HDD,45234.72
Acer,Notebook,13.3,1366x768,4.0,Intel,Windows 10,1.6,HD,No,No,2.3,Intel,128.0,SSD,34898.4
Asus,Notebook,17.3,1366x768,4.0,Nvidia,Windows 10,2.8,HD,No,No,1.1,Intel,1024.0,HDD,25059.7152
Dell,Gaming,15.6,3840x2160,16.0,Nvidia,Windows 10,2.72,4K Ultra HD,Yes,Yes,2.6,Intel,128.0,SSD,58554.72
Samsung,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.31,Full HD,Yes,No,2.7,Intel,256.0,SSD,85194.72
Acer,Notebook,15.6,1366x768,4.0,Intel,Linux,2.1,HD,No,No,1.1,Intel,1024.0,HDD,15877.44
Samsung,2 in 1 Convertible,15.0,1920x1080,16.0,AMD,Windows 10,1.71,Full HD,Yes,No,2.7,Intel,256.0,SSD,95850.72
Toshiba,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.75,HD,No,Yes,2.3,Intel,128.0,SSD,54345.6
Dell,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.62,Full HD,No,No,2.8,Intel,1024.0,HDD,58554.72
Asus,2 in 1 Convertible,15.6,1920x1080,12.0,Nvidia,Windows 10,2.3,Full HD,Yes,No,2.7,Intel,2048.0,HDD,44701.92
Lenovo,Notebook,15.6,3840x2160,16.0,Nvidia,Windows 7,2.5,4K Ultra HD,No,No,2.7,Intel,512.0,SSD,126273.6
Acer,Notebook,14.0,1920x1080,4.0,Intel,Windows 10,1.8,Full HD,No,Yes,2.4,Intel,128.0,SSD,33886.08
Razer,Gaming,14.0,1920x1080,16.0,Nvidia,Windows 10,1.95,Full HD,No,No,2.8,Intel,512.0,SSD,154458.72
Asus,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.0,HD,No,No,1.1,Intel,128.0,SSD,31003.632
Dell,Gaming,17.3,1920x1080,32.0,Nvidia,Windows 10,4.42,Full HD,No,Yes,2.8,Intel,1024.0,SSD,191211.264
Asus,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,4.3,Full HD,No,Yes,2.6,Intel,256.0,SSD,125208.0
Toshiba,Ultrabook,14.0,1920x1080,16.0,Nvidia,Windows 10,1.47,Full HD,No,Yes,2.6,Intel,512.0,SSD,93985.92
Lenovo,Notebook,15.6,1366x768,8.0,Intel,No OS,2.2,HD,No,No,1.6,Intel,1024.0,HDD,17529.12
Lenovo,Ultrabook,14.0,1920x1080,16.0,Intel,Windows 10,1.7,Full HD,No,No,2.7,Intel,512.0,SSD,122490.72
MSI,Gaming,14.0,1920x1080,16.0,Nvidia,Windows 10,1.6,Full HD,No,Yes,2.8,Intel,256.0,SSD,100752.48
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.2,Full HD,No,No,2.5,Intel,128.0,SSD,58021.92
Lenovo,Gaming,15.6,1920x1080,4.0,Nvidia,Windows 10,2.4,Full HD,No,Yes,2.8,Intel,1024.0,HDD,53226.72
Acer,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,4.2,Full HD,No,Yes,2.8,Intel,256.0,SSD,122490.72
Dell,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.62,Full HD,No,No,2.5,Intel,256.0,SSD,52480.8
Asus,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.24,Full HD,No,No,2.8,Intel,128.0,SSD,71341.92
Vero,Notebook,14.0,1920x1080,4.0,Intel,Windows 10,1.22,HD,No,No,1.1,Intel,32.0,Flash,10810.512
Lenovo,2 in 1 Convertible,13.3,1920x1080,8.0,Intel,Windows 10,1.37,Full HD,Yes,Yes,2.7,Intel,512.0,SSD,104961.6
Lenovo,2 in 1 Convertible,15.6,1920x1080,8.0,AMD,Windows 10,2.08,Full HD,Yes,No,2.5,Intel,256.0,SSD,51095.52
Apple,Ultrabook,12.0,2304x1440,8.0,Intel,Mac OS X,0.92,Retina Display,No,Yes,1.2,Intel,512.0,Flash,62071.2
Lenovo,2 in 1 Convertible,14.0,2560x1440,8.0,Intel,Windows 10,1.42,HD,Yes,Yes,2.5,Intel,256.0,SSD,124142.4
Asus,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.63,HD,No,No,1.1,Intel,32.0,Flash,15930.72
Dell,Notebook,15.6,1366x768,8.0,Intel,Windows 10,1.95,HD,No,No,2.5,Intel,128.0,SSD,43156.8
Lenovo,2 in 1 Convertible,13.9,1920x1080,8.0,Intel,Windows 10,1.38,Full HD,Yes,Yes,2.7,Intel,256.0,SSD,71874.72
Dell,Notebook,15.6,1920x1080,8.0,AMD,Windows 10,2.0,Full HD,No,No,2.0,Intel,256.0,SSD,39373.92
HP,Workstation,15.6,1920x1080,8.0,Nvidia,Windows 10,3.14,Full HD,No,No,2.8,Intel,256.0,SSD,110017.872
Asus,Notebook,15.6,1920x1080,8.0,Intel,Windows 10,2.37,Full HD,No,No,2.5,Intel,256.0,SSD,58554.72
Dell,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,1.29,Full HD,No,No,2.5,Intel,256.0,SSD,79866.72
Dell,Notebook,15.6,3840x2160,8.0,Nvidia,Windows 10,2.06,4K Ultra HD,Yes,No,2.5,Intel,256.0,SSD,93186.72
Dell,Netbook,11.6,1366x768,4.0,Intel,Windows 10,1.63,HD,No,No,1.1,Intel,128.0,SSD,39640.32
HP,Netbook,12.5,1366x768,8.0,Intel,Windows 10,1.26,HD,No,No,2.6,Intel,256.0,SSD,74005.92
Toshiba,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.1,HD,No,No,2.3,Intel,500.0,HDD,41558.4
HP,Notebook,15.6,1366x768,8.0,AMD,Windows 10,2.04,HD,No,No,2.5,AMD,2048.0,HDD,33513.12
Dell,Gaming,15.6,3840x2160,16.0,Nvidia,Windows 10,2.62,4K Ultra HD,No,No,2.8,Intel,512.0,SSD,89457.12
Lenovo,Notebook,15.6,1920x1080,4.0,Nvidia,Windows 10,2.4,Full HD,No,No,2.5,Intel,1024.0,HDD,32447.52
HP,Gaming,17.3,1920x1080,12.0,AMD,Windows 10,3.74,Full HD,No,Yes,2.8,Intel,1024.0,HDD,93186.72
MSI,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,2.9,Full HD,No,No,2.8,Intel,512.0,SSD,128671.2
Samsung,Ultrabook,13.3,1920x1080,8.0,Intel,Windows 10,0.81,Full HD,No,No,2.5,Intel,256.0,SSD,79866.72
Dell,Notebook,15.6,1920x1080,8.0,Nvidia,Windows 10,1.98,Full HD,No,No,2.7,Intel,1024.0,HDD,51202.08
Dell,Notebook,15.6,1920x1080,8.0,AMD,Windows 10,2.18,Full HD,No,No,2.5,Intel,256.0,SSD,42081.0768
Lenovo,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.32,Full HD,No,No,2.7,Intel,256.0,SSD,99047.52
Razer,Ultrabook,12.5,3840x2160,16.0,Intel,Windows 10,1.29,4K Ultra HD,Yes,Yes,2.5,Intel,512.0,SSD,95850.72
HP,Netbook,11.6,1366x768,4.0,Intel,Chrome OS,1.23,HD,No,No,1.6,Intel,16.0,Flash,20512.8
Dell,Gaming,17.3,1920x1080,16.0,Nvidia,Windows 10,4.36,Full HD,No,Yes,2.8,Intel,128.0,SSD,133467.4656
Dell,Notebook,14.0,1366x768,4.0,Intel,Windows 10,1.76,HD,No,No,2.3,Intel,500.0,HDD,40226.4
Lenovo,Notebook,15.6,1366x768,4.0,Intel,Windows 10,2.1,HD,No,No,2.0,Intel,500.0,HDD,26101.872
Toshiba,Ultrabook,14.0,1366x768,4.0,Intel,Windows 10,1.25,HD,No,No,2.5,Intel,128.0,SSD,58075.2
Lenovo,Ultrabook,14.0,1920x1080,8.0,Intel,Windows 10,1.13,Full HD,No,Yes,2.7,Intel,512.0,SSD,133146.72
MSI,Gaming,15.6,1920x1080,8.0,Nvidia,Windows 10,2.4,Full HD,No,No,2.5,Intel,256.0,SSD,63882.72
