Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,Cpu_speed,Cpu_mark,Memory_GB,Memory_kind,Price
Toshiba,Notebook,13.3,1920x1080,8,Intel HD Graphics 520,Windows 10,1.2,2.3,Intel,256.0,SSD,64628.64
Lenovo,Ultrabook,12.5,1920x1080,8,Intel HD Graphics 620,Windows 10,1.36,2.7,Intel,256.0,SSD,84395.52
Asus,Gaming,17.3,1920x1080,32,Nvidia GeForce GTX 1080,Windows 10,3.8,2.7,Intel,512.0,SSD,149130.72
Acer,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Linux,2.4,2.5,Intel,1024.0,HDD,37775.52
Dell,Ultrabook,13.3,1920x1080,8,Intel UHD Graphics 620,Windows 10,1.2,1.6,Intel,256.0,SSD,77250.672
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,2.8,Intel,128.0,SSD,63499.104
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,No OS,1.86,2.0,Intel,500.0,HDD,19441.872
Toshiba,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.0,2.5,Intel,500.0,HDD,56689.92
Dell,Notebook,15.6,1920x1080,8,AMD Radeon 530,Windows 10,6.2,1.8,Intel,256.0,SSD,48964.32
Dell,Notebook,15.6,1920x1080,16,AMD Radeon 530,Windows 10,2.2,1.8,Intel,256.0,SSD,60472.8
Lenovo,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 960,Windows 10,3.31,2.6,Intel,128.0,SSD,63722.88
Dell,Gaming,17.3,3840x2160,32,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,Intel,512.0,SSD,167691.8736
Dell,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.56,2.4,Intel,256.0,SSD,65481.12
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 500,Windows 10,2.2,1.1,Intel,500.0,HDD,22324.32
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 520,Windows 10,2.2,2.3,Intel,500.0,HDD,28504.8
HP,Notebook,15.6,1920x1080,6,AMD Radeon R5 M430,Windows 10,2.04,2.0,Intel,1024.0,HDD,28717.92
MSI,Gaming,17.3,1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.7,2.8,Intel,128.0,SSD,79215.1056
Toshiba,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,2.1,Intel,128.0,SSD,26533.44
HP,Notebook,15.6,1920x1080,8,AMD Radeon 530,Windows 10,2.1,2.7,Intel,1024.0,HDD,39693.6
Toshiba,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.0,2.5,Intel,256.0,SSD,67026.24
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Linux,2.1,2.0,Intel,128.0,SSD,21951.36
Microsoft,Ultrabook,13.5,2256x1504,8,Intel Iris Plus Graphics 640,Windows 10 S,1.252,2.8,Intel,256.0,SSD,99519.048
Lenovo,Notebook,15.6,1920x1080,8,AMD Radeon R5 M430,Windows 10,1.9,2.5,Intel,128.0,SSD,43580.376
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.3,2.5,Intel,256.0,SSD,55091.52
Lenovo,Notebook,35.6,1366x768,4,AMD Radeon R2 Graphics,Windows 10,2.2,2.2,AMD,128.0,SSD,18594.72
HP,2 in 1 Convertible,14.0,1920x1080,4,Nvidia GeForce 940MX,Windows 10,1.63,2.4,Intel,128.0,SSD,37242.72
MSI,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1050,Windows 10,2.4,2.8,Intel,256.0,SSD,68944.32
Asus,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.1,2.5,Intel,256.0,SSD,60472.8
HP,2 in 1 Convertible,11.6,1366x768,8,Intel HD Graphics 500,Chrome OS,1.4,1.1,Intel,64.0,Flash,26373.6
LG,Ultrabook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.09,1.8,Intel,512.0,SSD,122490.72
Acer,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,2.5,Intel,256.0,SSD,69210.72
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,2.5,Intel,256.0,SSD,53168.112
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 500,Windows 10,1.86,1.1,Intel,128.0,SSD,22324.32
Dell,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,3.21,2.5,Intel,128.0,SSD,109277.28
HP,Notebook,17.3,1920x1080,4,AMD Radeon R5 520,Windows 10,2.5,2.0,Intel,256.0,SSD,37242.72
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Intel UHD Graphics 620,Windows 10,1.19,1.8,Intel,512.0,SSD,79866.72
Dell,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,3.49,2.9,Intel,256.0,SSD,149916.6
HP,Notebook,15.6,1366x768,4,AMD Radeon 520,Windows 10,1.86,2.5,Intel,500.0,HDD,32639.8608
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M430,Windows 10,2.2,2.0,Intel,1024.0,HDD,29073.2976
HP,Notebook,17.3,1920x1080,6,AMD Radeon R7 M440,Windows 10,2.65,2.4,AMD,2048.0,HDD,30316.32
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 510,Windows 10,2.1,1.6,Intel,500.0,HDD,16943.04
Acer,Notebook,14.0,1366x768,4,Intel HD Graphics 510,Chrome OS,1.45,1.6,Intel,32.0,Flash,19980.0
Lenovo,Notebook,14.0,1920x1080,4,Intel HD Graphics 620,Windows 10,1.7,2.5,Intel,256.0,SSD,37242.72
HP,Workstation,17.3,1920x1080,8,Nvidia Quadro M1200,Windows 10,3.14,2.8,Intel,500.0,HDD,101657.7072
Lenovo,2 in 1 Convertible,14.0,2560x1440,8,Intel HD Graphics 620,Windows 10,1.42,2.7,Intel,256.0,SSD,137995.2
Toshiba,Notebook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.5,2.5,Intel,256.0,SSD,51841.44
Acer,Netbook,11.6,1366x768,4,Intel HD Graphics,Windows 10,1.4,1.6,Intel,32.0,Flash,14332.32
Lenovo,2 in 1 Convertible,14.0,1920x1080,16,Intel HD Graphics 620,Windows 10,1.38,2.7,Intel,512.0,SSD,93186.72
Asus,2 in 1 Convertible,12.5,1920x1080,4,Intel HD Graphics 515,Chrome OS,1.2,0.9,Intel,64.0,Flash,35644.32
Toshiba,Ultrabook,13.3,1920x1080,16,Intel HD Graphics 520,Windows 10,1.36,2.5,Intel,512.0,SSD,100006.56
Dell,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.56,2.5,Intel,1024.0,HDD,43636.32
Lenovo,Notebook,15.6,1920x1080,4,AMD Radeon 530,Windows 10,2.2,2.9,AMD,256.0,SSD,21258.72
Lenovo,Notebook,15.6,1366x768,8,AMD Radeon R7,Windows 10,2.2,3.6,AMD,1024.0,HDD,22857.12
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 620,Windows 10,2.1,2.5,Intel,1024.0,HDD,33110.856
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,No OS,1.9,2.0,Intel,500.0,HDD,23976.0
Dell,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.18,2.5,Intel,256.0,SSD,42357.6
Acer,2 in 1 Convertible,13.3,1920x1080,1,Intel UHD Graphics 620,Windows 10,1.6,1.6,Intel,256.0,SSD,53226.72
Lenovo,Workstation,15.6,1920x1080,16,Nvidia Quadro M520M,Windows 7,2.18,2.5,Intel,512.0,SSD,98834.4
Lenovo,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.8,2.3,Intel,256.0,SSD,63456.48
HP,Notebook,17.3,1920x1080,6,AMD Radeon 530,Windows 10,2.71,2.5,AMD,2048.0,HDD,34898.9328
Lenovo,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,2.8,Intel,128.0,SSD,66546.72
Dell,Notebook,14.0,1920x1080,8,Nvidia GeForce 930MX,Linux,1.64,2.8,Intel,256.0,SSD,58021.92
Dell,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Linux,1.98,2.5,Intel,1024.0,HDD,38681.28
Asus,Notebook,14.0,1920x1080,4,Intel HD Graphics 500,Windows 10,1.5,1.1,Intel,32.0,Flash,15877.44
Dell,Notebook,15.6,1920x1080,16,Intel HD Graphics 620,Windows 10,1.93,2.6,Intel,512.0,SSD,76012.4448
Lenovo,Notebook,14.0,1920x1080,8,Nvidia GeForce 920MX,Windows 10,1.87,2.5,Intel,256.0,SSD,45664.6896
Dell,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.9,2.6,Intel,256.0,SSD,62817.12
Lenovo,Notebook,15.6,1366x768,4,AMD Radeon R4,Windows 10,2.19,2.0,AMD,500.0,HDD,15877.44
Mediacom,Notebook,14.0,1920x1200,4,Intel HD Graphics 400,Windows 10,1.4,1.92,Intel,32.0,HDD,14119.2
HP,Notebook,17.3,1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.63,2.7,Intel,256.0,SSD,63936.0
Lenovo,Ultrabook,14.0,2560x1440,64,Intel HD Graphics 520,Windows 10,1.17,2.5,Intel,512.0,SSD,89864.1792
HP,2 in 1 Convertible,13.3,1366x768,8,Intel HD Graphics 620,Windows 10,1.58,2.5,Intel,256.0,SSD,44574.048
Lenovo,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.32,2.5,Intel,256.0,SSD,79866.72
Dell,Gaming,17.3,3840x2160,32,Nvidia GeForce GTX 1070,Windows 10,4.36,2.8,Intel,1024.0,SSD,194972.832
MSI,Gaming,17.3,1920x1080,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,2.8,Intel,128.0,SSD,71847.0144
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 620,No OS,1.9,2.5,Intel,1024.0,HDD,26101.872
Dell,2 in 1 Convertible,13.3,1920x1080,4,Intel HD Graphics 620,Windows 10,1.71,2.4,Intel,1024.0,HDD,34578.72
Dell,Notebook,15.6,1366x768,8,AMD Radeon R7 M445,Linux,2.32,2.5,Intel,1024.0,HDD,31409.6256
HP,Notebook,15.6,1920x1080,4,AMD Radeon 520,Windows 10,2.1,3.0,AMD,1024.0,HDD,26053.92
Acer,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,4.2,2.6,Intel,128.0,SSD,103096.8
Dell,Notebook,15.6,1366x768,12,Intel HD Graphics 620,Windows 10,2.25,2.5,Intel,1024.0,HDD,34578.72
HP,Notebook,15.6,1920x1080,6,AMD Radeon 520,Windows 10,2.1,3.0,AMD,128.0,SSD,34632.0
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.4,2.5,Intel,500.0,HDD,29783.52
Lenovo,Notebook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.44,2.5,Intel,256.0,SSD,51148.8
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 620,Windows 10,1.85,2.7,Intel,1024.0,HDD,41505.12
HP,Workstation,15.6,1920x1080,16,Nvidia Quadro M2200,Windows 10,2.6,2.8,Intel,256.0,SSD,128884.32
Dell,2 in 1 Convertible,13.3,1920x1080,8,Intel UHD Graphics 620,Windows 10,1.55,1.6,Intel,1024.0,HDD,35111.52
MSI,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,1.8,2.8,Intel,256.0,SSD,111593.8944
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.4,2.0,Intel,500.0,HDD,21887.424
Dell,Notebook,15.6,1920x1080,8,Nvidia GeForce 940MX,Windows 10,2.0,2.7,Intel,128.0,SSD,64308.96
Dell,Notebook,15.6,1366x768,8,Intel HD Graphics 520,Windows 10,2.0,2.0,Intel,256.0,SSD,35431.2
Toshiba,Notebook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.25,2.5,Intel,256.0,SSD,81784.8
Lenovo,2 in 1 Convertible,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.7,2.5,Intel,256.0,SSD,53226.72
Lenovo,Workstation,15.6,3840x2160,16,Nvidia Quadro M520M,Windows 10,2.5,2.8,Intel,1024.0,SSD,175770.72
Acer,Notebook,14.0,1366x768,2,Intel HD Graphics 400,Chrome OS,1.68,1.6,Intel,32.0,Flash,17582.4
Samsung,Ultrabook,13.3,1920x1080,16,Intel HD Graphics 620,Windows 10,0.81,2.7,Intel,256.0,SSD,87858.72
Dell,Notebook,14.0,1366x768,8,Intel HD Graphics 620,Windows 10,1.6,2.5,Intel,256.0,SSD,60031.1088
HP,Workstation,17.3,1920x1080,16,Nvidia Quadro M2000M,Windows 7,3.0,2.9,Intel,256.0,SSD,233845.92
Lenovo,Netbook,11.6,1366x768,4,Intel HD Graphics 400,Windows 10,1.4,1.6,Intel,128.0,SSD,25308.0
HP,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 10,1.84,2.4,Intel,256.0,SSD,101232.0
Asus,Notebook,15.6,1366x768,4,Nvidia GeForce GTX 950M,No OS,2.45,2.3,Intel,1024.0,HDD,30849.12
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.37,2.7,Intel,256.0,SSD,45282.672
Lenovo,2 in 1 Convertible,13.3,3200x1800,8,Intel HD Graphics 540,Windows 10,1.3,1.8,Intel,256.0,SSD,63882.72
HP,Notebook,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,2.5,Intel,128.0,SSD,58554.72
HP,Workstation,15.6,1920x1080,8,Nvidia Quadro M1000M,Windows 7,2.59,2.6,Intel,256.0,SSD,83170.08
Dell,Gaming,15.6,3840x2160,16,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,Intel,256.0,SSD,152859.7872
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.1,2.5,Intel,256.0,SSD,31914.72
Lenovo,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.5,2.8,Intel,128.0,SSD,55837.44
Dell,Ultrabook,12.5,1920x1080,16,Intel HD Graphics 620,Windows 10,1.18,2.8,Intel,256.0,SSD,99047.52
Google,Ultrabook,12.3,2400x1600,8,Intel HD Graphics 615,Chrome OS,1.1,1.2,Intel,256.0,SSD,83063.52
Asus,Ultrabook,13.3,3200x1800,8,Intel HD Graphics 620,Windows 10,1.2,2.5,Intel,256.0,SSD,60153.12
Dell,Notebook,13.3,1366x768,4,Intel HD Graphics 520,Windows 10,1.65,2.0,Intel,500.0,HDD,45234.72
Acer,Notebook,13.3,1366x768,4,Intel HD Graphics 520,Windows 10,1.6,2.3,Intel,128.0,SSD,34898.4
Asus,Notebook,17.3,1366x768,4,Nvidia GeForce 920MX,Windows 10,2.8,1.1,Intel,1024.0,HDD,25059.7152
Dell,Gaming,15.6,3840x2160,16,Nvidia GeForce GTX 960M,Windows 10,2.72,2.6,Intel,128.0,SSD,58554.72
Samsung,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.31,2.7,Intel,256.0,SSD,85194.72
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 505,Linux,2.1,1.1,Intel,1024.0,HDD,15877.44
Dell,Notebook,15.6,1920x1080,16,AMD Radeon R7 M445,Windows 10,2.3,2.7,Intel,0.0,unknown,62938.0656
Samsung,2 in 1 Convertible,15.0,1920x1080,16,AMD Radeon 540,Windows 10,1.71,2.7,Intel,256.0,SSD,95850.72
Toshiba,Notebook,14.0,1366x768,4,Intel HD Graphics 520,Windows 10,1.75,2.3,Intel,128.0,SSD,54345.6
Dell,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.62,2.8,Intel,1024.0,HDD,58554.72
Asus,2 in 1 Convertible,15.6,1920x1080,12,Nvidia GeForce 940MX,Windows 10,2.3,2.7,Intel,2048.0,HDD,44701.92
Lenovo,Notebook,15.6,3840x2160,16,Nvidia Quadro M2000M,Windows 7,2.5,2.7,Intel,512.0,SSD,126273.6
Acer,Notebook,14.0,1920x1080,4,Intel HD Graphics 620,Windows 10,1.8,2.4,Intel,128.0,SSD,33886.08
Razer,Gaming,14.0,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,1.95,2.8,Intel,512.0,SSD,154458.72
Asus,Notebook,15.6,1920x1080,8,Intel HD Graphics 505,Windows 10,2.0,1.1,Intel,128.0,SSD,31003.632
Dell,Gaming,17.3,1920x1080,32,Nvidia GeForce GTX 1070M,Windows 10,4.42,2.8,Intel,1024.0,SSD,191211.264
Asus,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,4.3,2.6,Intel,256.0,SSD,125208.0
Toshiba,Ultrabook,14.0,1920x1080,16,Nvidia GeForce 930M,Windows 10,1.47,2.6,Intel,512.0,SSD,93985.92
Lenovo,Notebook,15.6,1366x768,8,Intel HD Graphics 405,No OS,2.2,1.6,Intel,1024.0,HDD,17529.12
Lenovo,Ultrabook,14.0,1920x1080,16,Intel HD Graphics 620,Windows 10,1.7,2.7,Intel,512.0,SSD,122490.72
MSI,Gaming,14.0,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,1.6,2.8,Intel,256.0,SSD,100752.48
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,2.5,Intel,128.0,SSD,58021.92
Lenovo,Gaming,15.6,1920x1080,4,Nvidia GeForce GTX 1050,Windows 10,2.4,2.8,Intel,1024.0,HDD,53226.72
Acer,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,4.2,2.8,Intel,256.0,SSD,122490.72
Dell,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.62,2.5,Intel,256.0,SSD,52480.8
Asus,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX1060,Windows 10,2.24,2.8,Intel,128.0,SSD,71341.92
Vero,Notebook,14.0,1920x1080,4,Intel HD Graphics 500,Windows 10,1.22,1.1,Intel,32.0,Flash,10810.512
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.37,2.7,Intel,512.0,SSD,104961.6
Lenovo,2 in 1 Convertible,15.6,1920x1080,8,AMD Radeon R7 M460,Windows 10,2.08,2.5,Intel,256.0,SSD,51095.52
Apple,Ultrabook,12.0,2304x1440,8,Intel HD Graphics 5300,Mac OS X,0.92,1.2,Intel,512.0,Flash,62071.2
Lenovo,2 in 1 Convertible,14.0,2560x1440,8,Intel HD Graphics 620,Windows 10,1.42,2.5,Intel,256.0,SSD,124142.4
Asus,Notebook,14.0,1366x768,4,Intel HD Graphics 500,Windows 10,1.63,1.1,Intel,32.0,Flash,15930.72
Dell,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,1.95,2.5,Intel,128.0,SSD,43156.8
Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Intel HD Graphics 620,Windows 10,1.38,2.7,Intel,256.0,SSD,71874.72
Dell,Notebook,15.6,1920x1080,8,AMD Radeon R5 M420X,Windows 10,2.0,2.0,Intel,256.0,SSD,39373.92
HP,Workstation,15.6,1920x1080,8,Nvidia Quadro M2200,Windows 10,3.14,2.8,Intel,256.0,SSD,110017.872
Asus,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.37,2.5,Intel,256.0,SSD,58554.72
Dell,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.29,2.5,Intel,256.0,SSD,79866.72
Dell,Notebook,15.6,3840x2160,8,Nvidia GeForce GTX 1050,Windows 10,2.06,2.5,Intel,256.0,SSD,93186.72
Dell,Netbook,11.6,1366x768,4,Intel HD Graphics 505,Windows 10,1.63,1.1,Intel,128.0,SSD,39640.32
HP,Netbook,12.5,1366x768,8,Intel HD Graphics 620,Windows 10,1.26,2.6,Intel,256.0,SSD,74005.92
Toshiba,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,2.3,Intel,500.0,HDD,41558.4
HP,Notebook,15.6,1366x768,8,AMD Radeon R7 Graphics,Windows 10,2.04,2.5,AMD,2048.0,HDD,33513.12
Dell,Gaming,15.6,3840x2160,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,2.8,Intel,512.0,SSD,89457.12
Lenovo,Notebook,15.6,1920x1080,4,Nvidia GeForce 920M,Windows 10,2.4,2.5,Intel,1024.0,HDD,32447.52
HP,Gaming,17.3,1920x1080,12,AMD Radeon RX 580,Windows 10,3.74,2.8,Intel,1024.0,HDD,93186.72
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,2.9,2.8,Intel,512.0,SSD,128671.2
Samsung,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,0.81,2.5,Intel,256.0,SSD,79866.72
Dell,Notebook,15.6,1920x1080,8,Nvidia GeForce GT 940MX,Windows 10,1.98,2.7,Intel,1024.0,HDD,51202.08
Dell,Notebook,15.6,1920x1080,8,AMD Radeon R5 M420,Windows 10,2.18,2.5,Intel,256.0,SSD,42081.0768
Lenovo,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.32,2.7,Intel,256.0,SSD,99047.52
Razer,Ultrabook,12.5,3840x2160,16,Intel HD Graphics 620,Windows 10,1.29,2.5,Intel,512.0,SSD,95850.72
HP,Netbook,11.6,1366x768,4,Intel HD Graphics 400,Chrome OS,1.23,1.6,Intel,16.0,Flash,20512.8
Dell,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,4.36,2.8,Intel,128.0,SSD,133467.4656
Dell,Notebook,14.0,1366x768,4,Intel HD Graphics 520,Windows 10,1.76,2.3,Intel,500.0,HDD,40226.4
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,2.0,Intel,500.0,HDD,26101.872
Toshiba,Ultrabook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,1.25,2.5,Intel,128.0,SSD,58075.2
Lenovo,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.13,2.7,Intel,512.0,SSD,133146.72
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.4,2.5,Intel,256.0,SSD,63882.72
Lenovo,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.13,2.5,Intel,256.0,Flash,99900.0
Toshiba,Notebook,14.0,1366x768,4,Intel HD Graphics 510,Windows 10,1.75,2.1,Intel,128.0,SSD,26586.72
Asus,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.1,2.5,Intel,256.0,SSD,72354.24
Dell,Notebook,14.0,1366x768,4,Intel HD Graphics 520,Windows 10,1.76,2.0,Intel,500.0,HDD,31168.8
Acer,Netbook,11.6,1366x768,4,Intel HD Graphics 400,Chrome OS,1.35,1.6,Intel,32.0,Flash,18914.4
Acer,Notebook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.5,2.4,Intel,128.0,SSD,32980.32
Razer,Gaming,17.3,3840x2160,32,Nvidia GeForce GTX 1080,Windows 10,3.49,2.9,Intel,512.0,SSD,292986.72
Lenovo,Ultrabook,14.0,2560x1440,16,Intel HD Graphics 520,Windows 10,1.1,2.6,Intel,512.0,SSD,111834.72
Asus,Notebook,15.6,1920x1080,4,Nvidia GeForce 920,Linux,2.1,2.5,Intel,1024.0,HDD,27652.32
Lenovo,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.7,2.3,Intel,256.0,SSD,63190.08
Lenovo,Notebook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.32,2.6,Intel,256.0,SSD,87912.0
Dell,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,3.21,2.8,Intel,256.0,SSD,147832.2864
Asus,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,2.9,2.8,Intel,256.0,SSD,128884.32
Toshiba,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.0,2.4,Intel,500.0,HDD,35644.32
Lenovo,Notebook,14.0,1366x768,4,Intel HD Graphics 400,Chrome OS,1.5,1.6,Intel,16.0,Flash,17316.0
Asus,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.3,2.5,Intel,128.0,HDD,31435.2
Asus,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,2.73,2.6,Intel,512.0,SSD,95850.72
Dell,Gaming,17.3,1920x1080,32,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,Intel,512.0,SSD,163723.5792
HP,Notebook,17.3,1600x900,8,Nvidia GeForce 930MX,Windows 10,2.63,2.5,Intel,1024.0,HDD,48484.8
Dell,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,2.18,2.5,Intel,128.0,SSD,38041.3872
HP,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 7,1.54,2.5,Intel,512.0,SSD,99633.6
Dell,Notebook,15.6,1920x1080,4,AMD Radeon R5 M420,Windows 10,2.18,2.7,Intel,256.0,SSD,39373.92
HP,2 in 1 Convertible,11.6,1366x768,4,Intel HD Graphics 500,Chrome OS,1.4,1.1,Intel,32.0,Flash,32767.2
Asus,Ultrabook,13.3,1920x1080,8,Nvidia GeForce 940M,Windows 10,1.45,2.3,Intel,512.0,SSD,54665.28
HP,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.28,2.5,Intel,256.0,SSD,121318.56
HP,Ultrabook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 10,1.54,2.5,Intel,512.0,SSD,78215.04
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 400,No OS,1.86,1.6,Intel,128.0,SSD,15930.72
Asus,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,2.1,2.8,Intel,128.0,SSD,101178.72
Dell,Notebook,17.3,1920x1080,8,AMD Radeon R7 M445,Linux,2.83,2.7,Intel,1024.0,HDD,46087.2
Lenovo,Ultrabook,14.0,1920x1080,8,Nvidia GeForce GT 940MX,Windows 10,1.96,2.8,Intel,256.0,SSD,101391.84
Asus,Notebook,15.6,1920x1080,8,Nvidia GeForce GTX 930MX,Windows 10,2.3,2.7,Intel,256.0,SSD,41931.36
Dell,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.9,2.5,Intel,128.0,SSD,50349.6
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 505,Windows 10,2.0,1.1,Intel,1024.0,HDD,23922.72
HP,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.28,2.8,Intel,256.0,SSD,136343.52
Dell,Notebook,13.3,1920x1080,8,Intel HD Graphics 520,Windows 10,1.62,2.3,Intel,1024.0,HDD,34578.72
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 520,No OS,2.2,2.0,Intel,1024.0,HDD,24988.32
Lenovo,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.3,2.5,Intel,1024.0,HDD,45323.1648
HP,Notebook,15.6,1920x1080,8,AMD Radeon R7 M465,Windows 10,1.84,2.6,Intel,256.0,SSD,71874.72
Toshiba,Notebook,13.3,1920x1080,4,Intel HD Graphics 620,Windows 10,1.05,2.5,Intel,128.0,SSD,68464.8
